candidate_rounds,count,mean,median,min,max,q1,q3,iqr,population_stddev,population_cv,ratio_of_round_median_totals,maya_round_median_total_s,flexeva_round_median_total_s,one_time_anchor_init_s_median,cumulative_speedup_with_one_anchor_at_round_32,amortized_anchor_per_round_s
32,32,13.103973550646925,13.094994129648569,12.729611335579998,13.34957437240197,13.04586233474393,13.185870596638315,0.1400082618943852,0.12272159425844821,0.009365219929979912,13.09563159056517,171.96741084568202,13.131662238389254,1.9610417503863573,11.394075639035494,0.061282554699573666
