gpu_scale,predicted_runtime_us,actual_runtime_us,oracle_error_pct,maya_error_pct,flexeva_error_pct
8,3995658.791131695,3965724.0,0.7548379849857126,0.7548379849857126,0.7548379849857126
16,4198964.351646108,4050644.0,3.661648657500082,3.661648657500082,3.661648657500082
32,4502284.0,4558752.0,1.2386723383943676,1.2386723383943676,1.2386723383943676
64,4523755.0,4556835.0,0.7259424578682353,0.7259424578682353,0.7259424578682353
128,4870331.328,4967189.0,1.9499493979391613,1.9499493979391613,1.9499493979391613
